砦			隣接同盟								隣接君主								★								
砦	★	制圧	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	
南西砦400(-487,-399)	4	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	うっしい	うっしい	うっしい	うっしい	うっしい	うっしい	ｔａｋａ４	うっしい	7	2	3	5	1	2	2	1
南西砦401(-487,-439)	2	-	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	阿玉台	カーコ	カーコ	冥府の帝	阿玉台	阿玉台	冥府の帝	カーコ	2	1	1	6	2	2	5	5
南西砦403(-488,-527)	1	【姉御】なまこ(仮)				【姉御】なまこ(仮)		【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)				LightX		solanin	あめんぼ	あく	2	3	2	4	1	5	3	2
南西砦404(-485,-576)	2	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	zuk	zuk	zuk	zuk	mkn	zuk	zuk	zuk	5	4	1	5	0	5	3	5
南西砦405(-485,-612)	5	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	彩-sai-	レッドクリフ	レッドクリフ	彩-sai-	バニアン	くっき～	彩-sai-	彩-sai-	1	3	7	4	5	1	3	2
南西砦406(-485,-660)	3	-					ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。						S25	なぼわ	cherry		2	3	2	5	1	0	1	5
南西砦407(-482,-708)	2	-																	3	2	1	2	5	1	3	3
南西砦408(-487,-752)	3	-																	2	4	4	3	5	5	2	3
北西砦434(-507,771)	3	-																	3	3	3	1	5	2	1	3
北西砦433(-503,725)	5	-																	2	2	2	5	1	3	4	3
北西砦432(-504,683)	5	-																	2	2	3	2	5	3	3	2
北西砦431(-510,635)	1	-																	8	3	2	1	5	3	2	3
北西砦430(-509,594)	3	-																	2	3	2	4	1	7	1	5
北西砦429(-505,551)	2	-				ねこぱんち	ねこぱんち			ねこぱんち				宮庵	宮庵			宮庵	4	4	5	1	2	6	1	1
北西砦428(-504,502)	1	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	むむむ	むむむ	むむむ	邪武	むむむ	むむむ	むむむ	むむむ	2	4	4	2	7	3	4	4
北西砦427(-504,462)	2	-	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	山岸由花子	しんたＶ	宮庵	ペガサス	ペガサス	しんたＶ	しんたＶ	しんたＶ	3	2	5	5	4	1	4	3
北西砦426(-504,420)	2	-	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	tutomu27	tutomu27	sin1	tutomu27	sin1	sin1	tutomu27	sin1	3	5	2	2	2	5	7	3
北西砦425(-504,371)	3	-	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	通りすがりのタルやん	通りすがり＠縫采	mogeratty	通りすがり＠縫采	通りすがり＠縫采	まぐろラーメン	関備2	mogeratty	2	2	1	4	2	3	3	1
北西砦424(-509,330)	1	-	帝撃	帝撃	帝撃	帝撃	帝撃	帝撃	帝撃	帝撃	えてきち	えてきち	えてきち	えてきち	えてきち	えてきち	えてきち	えてきち	4	6	6	5	5	1	4	5
北西砦423(-507,284)	2	-	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	剣聖	剣聖	剣聖	剣聖	剣聖	霞音	剣聖	霞音	3	1	2	5	1	4	2	2
北西砦422(-502,242)	3	-	ねこぱんち								龍翼								2	3	3	5	5	5	4	6
北西砦421(-510,194)	1	-	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	彼方	ぞろ	マットレス軍曹	マットレス軍曹	マットレス軍曹	マットレス軍曹	マットレス軍曹	清丸	0	3	2	2	3	2	4	1
北西砦420(-509,158)	4	-																	4	2	3	1	1	3	4	1
北西砦419(-508,110)	3	-																	4	3	5	1	5	2	1	2
北西砦418(-508,65)	1	-																	5	4	7	3	4	2	4	6
北西砦417(-505,24)	1	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	部長：	部長：	部長：	部長：	プチレモン	部長：	チェブ	部長：	3	5	3	3	0	6	2	6
南西砦409(-508,-24)	2	-																	4	3	4	2	5	3	1	4
南西砦410(-508,-70)	4	-																	4	1	2	4	2	1	1	1
南西砦411(-503,-114)	3	-																	1	3	3	2	4	4	1	5
南西砦412(-507,-156)	5	-																	3	4	1	2	6	3	2	5
南西砦413(-502,-202)	1	-																	6	3	6	1	1	2	3	4
南西砦414(-504,-241)	2	-	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	filt	ノア	ノア	ノア	ノア	呂伯奢	ノア	ノア	1	4	3	3	5	2	4	2
南西砦415(-507,-290)	4	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	janvari	バタークッキー	janvari	janvari	janvari	バタークッキー	janvari	janvari	3	1	3	3	6	4	4	6
南西砦416(-507,-329)	1	-	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	ふゆほたる	公安８課	ふゆほたる	公安８課	冥府の帝	冥府の帝	虎々亜	冥府の帝	4	1	4	3	2	3	4	2
南西砦417(-506,-378)	3	-				ふりむけば百熊。	農耕學園スイーツ学科	農耕學園スイーツ学科						エルロンド	ゴールドマン	ゴールドマン			4	3	5	2	5	3	2	4
南西砦418(-508,-420)	3	ヴァリアント	なんせ適当			なんせ適当	ヴァリアント		なんせ適当	ＦＮしぶ〜い	れもん			英英王	ケースケ		ちょいセクシーな黒豹	Toku	3	6	6	2	5	4	2	4
南西砦419(-508,-462)	2	ふりむけば百熊。						ふりむけば百熊。								sugi			1	3	4	1	1	1	1	4
南西砦420(-505,-505)	1	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。		ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。		呱呱崙	ざーしー		ざーしー	ざーしー	ざーしー	ざーしー		3	4	1	7	6	7	2	1
南西砦421(-509,-552)	2	【姉御】なまこ(仮)								【姉御】なまこ(仮)								LightX	3	2	1	3	7	4	2	3
南西砦422(-505,-590)	2	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	紅茶れおん	紅茶れおん	紅茶れおん	紅茶れおん	かすが	黄薬師	ただくに	紅茶れおん	3	4	4	3	1	1	2	3
南西砦423(-510,-642)	5	-							ふりむけば百熊。								祇王		4	5	3	6	5	3	1	4
南西砦424(-506,-680)	1	-	ふりむけば百熊。							ふりむけば百熊。	ザックラー							玄椿	0	1	2	4	2	5	6	1
南西砦425(-509,-725)	4	-																	1	4	3	1	6	5	2	1
南西砦426(-503,-768)	3	-																	3	3	2	4	5	7	3	5
北西砦451(-524,745)	2	-																	3	1	2	2	3	8	5	5
北西砦450(-527,706)	2	-																	6	5	5	6	5	3	1	2
北西砦449(-532,656)	1	-																	6	1	1	4	2	2	1	2
北西砦448(-532,616)	5	-																	2	6	5	4	3	3	3	2
北西砦447(-529,575)	3	-																	6	3	4	2	1	3	2	3
北西砦446(-525,527)	3	-		ねこぱんち		ねこぱんち	ねこぱんち	ねこぱんち		ねこぱんち		宮庵		ゑゑゑ	はすきー＠	空条承太郎		はまなな	2	2	3	5	4	3	1	0
北西砦445(-531,485)	5	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	のんたん	のんたん	のんたん	イシー	のんたん	のんたん	のんたん	のんたん	2	4	1	1	3	1	6	4
北西砦444(-525,439)	5	-	DC♪	DC♪	DC♪	ねこぱんち	DC♪	DC♪	DC♪	DC♪	玲玲	玲玲	玲玲	蜃気楼	玲玲	玲玲	玲玲	Buro	3	2	2	2	1	4	2	1
北西砦443(-530,396)	1	DC♪	DC♪							DC♪	北半球							野原しんのすけ	4	3	2	1	1	2	2	3
北西砦442(-530,350)	5	-	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	カンナビスα	カンナビスα	カンナビスα	チャリお	チャリお	カンナビスα	チャリお	カンナビスα	6	6	1	4	3	2	2	3
北西砦441(-526,311)	1	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	コロンビアスプレモ	コロンビアスプレモ	コロンビアスプレモ	コロンビアスプレモ	コロンビアスプレモ	コロンビアスプレモ	コロンビアスプレモ	コロンビアスプレモ	3	2	1	2	2	4	2	4
北西砦440(-530,263)	2	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	龍翼	龍翼	龍翼	龍翼	龍翼	龍翼	龍翼	龍翼	3	5	5	3	6	3	2	5
北西砦439(-529,223)	3	-																	2	3	5	3	5	3	5	1
北西砦438(-532,173)	2	-																	6	6	2	4	1	2	9	4
北西砦437(-525,136)	2	-																	2	1	1	4	5	1	8	2
北西砦436(-526,86)	3	-																	3	1	1	2	4	4	2	3
北西砦435(-527,44)	3	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	千鳥	千鳥	千鳥	千鳥	千鳥	千鳥	千鳥	千鳥	2	4	3	1	1	2	3	2
南西砦651(-524,-4)	3	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	だるだる	だるだる	だるだる	だるだる	だるだる	だるだる	だるだる	だるだる	6	5	1	4	2	3	2	3
南西砦427(-530,-45)	1	-																	7	1	3	1	2	3	3	2
南西砦428(-525,-87)	4	-																	5	3	1	3	5	3	1	1
南西砦429(-529,-130)	1	-					ふりむけば百熊。								こぶ				1	3	8	3	2	3	3	1
南西砦430(-526,-173)	2	-																	3	2	4	1	2	3	1	4
南西砦431(-525,-221)	1	-	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	ダ・ヴィンチ	3	5	4	2	1	4	1	1
南西砦432(-524,-267)	4	-	竜平会	竜平会	竜平会	竜平会	竜平会	竜平会	竜平会	竜平会	みゅう３	みゅう３	ささやん	みゅう３	ささやん	みゅう３	みゅう３	みゅう３	4	2	9	2	7	2	2	1
南西砦433(-525,-312)	2	-	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	犬神博士	犬神博士	犬神博士	犬神博士	犬神博士	犬神博士	犬神博士	犬神博士	3	4	4	3	5	3	3	3
南西砦434(-527,-354)	5	-	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	番場バン	劉思遠	劉思遠	こーたⅡ	LOTUS	LOTUS	こーたⅡ	こーたⅡ	4	3	1	2	3	2	1	1
南西砦435(-528,-396)	3	-	陽だまりHIPの里	陽だまりHIPの里	キャッツ❤アイ	陽だまりHIPの里	甄姫軍	魔法陣☆奇跡の魔法	陽だまりHIPの里	なんせ適当	たっくん４９	適当	ixy	適当	ギシン	民間人	たっくん４９	のだめ姐	2	4	3	5	4	4	5	4
南西砦436(-525,-438)	2	エンタープライズ号	ＦＮしぶ〜い				エンタープライズ号	エンタープライズ号			うめ				生肉ぼ~や	さっすぃ			5	3	4	3	2	2	2	3
南西砦437(-528,-487)	2	-				ふりむけば百熊。			ふりむけば百熊。					アリス			アリス		1	2	1	0	4	2	9	3
南西砦438(-527,-528)	3	-								ふりむけば百熊。								ヨーヨ	5	2	3	2	2	1	4	6
南西砦439(-529,-576)	3	【姉御】なまこ(仮)		【姉御】なまこ(仮)		ふりむけば百熊。	ヴァリアント		【姉御】なまこ(仮)			ひでぞー		sugi	NewYork		LightX		6	3	4	5	1	6	3	1
南西砦440(-529,-620)	2	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	黄薬師	黄薬師	西毒	西毒	よっしぃ	のびた	西毒	ミステリー	1	3	1	2	1	5	2	5
南西砦441(-531,-661)	3	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	yuu	ぺすた	ぺすた	yuu	yuu	yuu	yuu	yuu	6	1	3	2	2	2	2	4
南西砦442(-526,-700)	1	-		ふりむけば百熊。								玄椿							3	2	8	3	2	3	6	1
南西砦443(-531,-749)	2	-				ふりむけば百熊。			ふりむけば百熊。					十			十		3	3	7	1	5	2	1	3
北西砦469(-552,774)	2	-																	5	3	2	8	3	6	1	1
北西砦468(-548,728)	5	-																	2	4	4	3	3	2	1	2
北西砦467(-552,679)	5	-																	5	2	5	2	5	4	2	6
北西砦466(-553,638)	3	-																	6	2	1	4	4	1	1	2
北西砦465(-549,590)	1	-			ねこぱんち		ねこぱんち		ねこぱんち	ねこぱんち			JIL		JIL		土竜	JIL	5	6	2	3	2	3	0	1
北西砦464(-550,549)	5	-			ねこぱんち		ねこぱんち	ねこぱんち	ねこぱんち				はすきー＠		はすきー＠	ソラン	ゑゑゑ		3	3	3	2	7	2	2	4
北西砦463(-547,505)	1	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	鄭成功31	十三姫	十三姫	十三姫	十三姫	十三姫	凛	十三姫	1	2	3	2	4	6	1	3
北西砦462(-549,460)	1	DC♪	DC♪				DC♪				鄭成功31				凛				4	1	4	4	2	4	1	4
北西砦461(-554,421)	3	ねこぱんち					ねこぱんち								ちょこ				4	2	5	2	3	1	5	5
北西砦460(-551,371)	1	DC♪		マリオでいーっすか					ねこぱんち	ねこぱんち		裏紫					ゼノン	宇多田ヒカリコ	4	2	3	2	3	3	3	2
北西砦459(-551,331)	1	ババババの末裔																	2	7	1	3	2	3	3	2
北西砦458(-549,285)	2	ねこぱんち																	1	3	1	3	3	5	4	4
北西砦457(-551,242)	1	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち		ねこぱんち		勝太郎	勝太郎	勝太郎	ぼんぬ	勝太郎		勝太郎		5	6	2	1	3	2	3	6
北西砦456(-546,197)	2	-	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	ぴっぴ	清丸	えさ	よしとみ先生	よしとみ先生	ぴっぴ	彼方	よしとみ先生	2	2	2	5	6	2	3	2
北西砦455(-550,154)	3	-					ねこぱんち	ねこぱんち		ねこぱんち					naritomin	ルイス・フィーゴ		naritomin	4	3	1	2	0	1	3	4
北西砦454(-551,106)	2	ねこぱんち		ねこぱんち								Hiropon							1	5	3	5	2	2	1	3
北西砦453(-549,68)	3	-																	6	2	3	5	4	2	3	2
北西砦452(-550,19)	1	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	葛葉ライドウ	だるだる	だるだる	だるだる	葛葉ライドウ	葛葉ライドウ	葛葉ライドウ	チェブ	3	4	6	2	2	2	3	4
南西砦444(-553,-18)	5	-				FN			FN					ずーしーほっきー			えるねすと		5	4	3	6	4	3	4	3
南西砦445(-548,-69)	2	-	なんせ適当	なんせ適当		なんせ適当	なんせ適当	なんせ適当	なんせ適当	なんせ適当	オチ武者	オチ武者		Clemerson	オチ武者	オチ武者	一部伸縮活動上下運動	Clemerson	4	6	6	3	3	3	1	1
南西砦446(-549,-106)	1	-				ふりむけば百熊。								こぶ					6	5	2	3	5	4	2	2
南西砦447(-553,-155)	4	-		弓腰鬼	弓腰鬼	弓腰鬼	弓腰鬼	弓腰鬼		弓腰鬼		弓腰鬼	弓腰鬼	弓腰鬼	弓腰鬼	弓腰鬼		弓腰鬼	6	1	2	5	1	1	9	6
南西砦448(-553,-197)	5	-					まったり迷子	まったり迷子							蓮華	よっこら粘土			1	6	4	6	1	1	5	4
南西砦449(-549,-243)	1	-	よしへび	よしへび	よしへび	よしへび	よしへび	よしへび	よしへび	よしへび	いつかに城	いつかに城	ひろかに	いつかに城	よしへび	ひろかに	みずたつ	よしへび	2	2	2	4	1	2	1	2
南西砦450(-551,-288)	1	【姉御】なまこ(仮)		【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)				かよりん❤	よーよー	みやざき	みやざき	よーよー			1	1	4	4	3	5	2	2
南西砦451(-553,-330)	1	ふりむけば百熊。	ふりむけば百熊。				ヴァリアント	エンタープライズ号			あみな♪				ぺすた	りょうたゆうた			3	3	2	6	6	2	3	1
南西砦452(-547,-373)	2	-	臥竜鳳雛【隠居】	助力＠祈祷所	助力＠祈祷所	農耕學園スイーツ学科	助力＠祈祷所	助力＠祈祷所	助力＠祈祷所	助力＠祈祷所	呂伯奢	さざなみ	麒麟だよ	猿田彦	かける	麒麟だよ	麒麟だよ	麒麟だよ	1	1	2	4	2	3	2	4
南西砦453(-552,-420)	1	FN	農耕學園スイーツ学科		FN					農耕學園スイーツ学科	ヴァンバン		蜂の武蔵					おやぢ式	3	1	4	1	5	4	2	6
南西砦454(-554,-458)	3	-	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	エンタープライズ号	カーコ	生肉ぼ~や	カーコ	カーコ	カーコ	カーコ	カーコ	生肉ぼ~や	2	1	4	1	3	2	2	2
南西砦455(-546,-506)	1	ふりむけば百熊。						ふりむけば百熊。								ぽっけ～			2	3	4	5	5	3	2	4
南西砦456(-554,-552)	3	-							ふりむけば百熊。								シュガー		1	2	5	4	4	4	2	2
南西砦457(-549,-594)	3	-	ふりむけば百熊。	ふりむけば百熊。			ふりむけば百熊。			ふりむけば百熊。	リスブラン	リスブラン			たけちんまん			祇王	1	3	3	4	0	1	5	2
南西砦458(-550,-637)	1	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	よっしぃ	よっしぃ	うっしい	よっしぃ	春案山子	●	よっしぃ	フロ	1	4	3	1	1	2	2	0
南西砦459(-546,-683)	3	-	ヴァリアント	ヴァリアント		ヴァリアント	ヴァリアント		ヴァリアント		春案山子	ちびやん		ちびやん	ちびやん		ちびやん		2	4	5	1	4	6	3	6
南西砦460(-554,-722)	1	-	ふりむけば百熊。			ふりむけば百熊。			ふりむけば百熊。		十			さるるん			さるるん		1	2	4	2	5	4	0	1
南西砦461(-549,-766)	1	-																	1	2	1	1	2	4	1	5
北西砦486(-574,750)	2	-																	2	4	5	5	1	2	3	1
北西砦485(-573,704)	2	-																	2	3	1	5	3	4	7	1
北西砦484(-576,664)	2	-																	1	1	2	3	1	5	6	4
北西砦483(-572,620)	1	-																	1	3	5	4	4	1	3	3
北西砦482(-575,576)	5	-	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ゑゑゑ	土竜	chikari	ペチャラット	chikari	chikari	chikari	chikari	2	1	4	2	5	5	7	6
北西砦481(-572,526)	1	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	酒玉	酒玉	酒玉	酒玉	maco	酒玉	酒玉	酒玉	3	2	1	3	2	5	6	6
北西砦480(-571,487)	4	-																	2	1	5	1	2	3	3	2
北西砦479(-570,439)	2	-																	5	2	4	3	5	1	3	7
北西砦478(-573,398)	1	ねこぱんち				DC♪			DC♪					ペコ			アゲギョウザ		3	2	5	6	3	1	1	1
北西砦477(-574,352)	1	DC♪				DC♪								鄭成功31					2	1	2	6	6	2	1	3
北西砦476(-575,311)	3	ねこぱんち			ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち					ペチャラット	ブリッジミュート	ブリッジミュート	ブリッジミュート			1	7	1	1	2	1	2	3
北西砦475(-571,261)	2	ねこぱんち	ねこぱんち			ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	はすきー＠			はすきー＠	はすきー＠	はすきー＠	はすきー＠	龍翼	3	3	1	1	1	1	2	5
北西砦474(-576,220)	4	-	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	覇ひげ	ねこさん	りっくる	ぴっぴ	ねこさん	ねこさん	彼方	りっくる	りっくる	3	1	5	6	7	5	2	4
北西砦473(-576,173)	3	-	旗指物	旗指物	旗指物	旗指物	旗指物	旗指物	旗指物	旗指物	くらっく	くらっく	くらっく	くらっく	くらっく	くらっく	くらっく	くらっく	3	1	6	1	2	6	1	2
北西砦472(-569,131)	3	-	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ルイス・フィーゴ	Hiropon	Hiropon	Hiropon	Hiropon	Hiropon	Hiropon	Hiropon	2	2	2	3	1	4	3	3
北西砦471(-570,88)	4	-								DC♪								☆しゅな☆	4	2	5	3	1	3	1	3
北西砦470(-569,44)	3	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	部長：	部長：	部長：	部長：	部長：	部長：	ﾌﾞﾝﾌﾞﾝ	部長：	1	4	2	2	2	1	3	4
南西砦652(-568,-2)	5	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	葛葉ライドウ	葛葉ライドウ	葛葉ライドウ	葛葉ライドウ	葛葉ライドウ	葛葉ライドウ	葛葉ライドウ	葛葉ライドウ	5	4	4	2	2	3	5	3
南西砦462(-569,-40)	2	-																	2	4	1	1	2	2	6	6
南西砦463(-568,-85)	2	-	なんせ適当	なんせ適当	なんせ適当	なんせ適当	なんせ適当	なんせ適当	なんせ適当	なんせ適当	みちのく	みちのく	みちのく	みちのく	オチ武者	柴崎コウ	みちのく	みちのく	5	2	3	7	0	2	3	2
南西砦464(-573,-132)	3	-		ふりむけば百熊。		農耕學園スイーツ学科						こぶ		ぺぷし					2	1	2	2	5	1	2	2
南西砦465(-573,-178)	4	-	魔法陣☆奇跡の魔法	魔法陣☆奇跡の魔法	魔法陣☆奇跡の魔法	魔法陣☆奇跡の魔法	魔法陣☆奇跡の魔法	魔法陣☆奇跡の魔法	魔法陣☆奇跡の魔法	魔法陣☆奇跡の魔法	iwa	iwa	iwa	iwa	iwa	iwa	風雅	iwa	3	3	2	3	3	2	3	1
南西砦466(-570,-220)	5	-					ふりむけば百熊。			ヴァリアント					kin-xxx			ゲジオ	6	5	7	4	2	2	6	2
南西砦467(-573,-264)	3	-	助力＠祈祷所	助力＠祈祷所	助力＠祈祷所	助力＠祈祷所	助力＠祈祷所	助力＠祈祷所	助力＠祈祷所	助力＠祈祷所	拝一頭	拝一頭	拝一頭	あむる	さざなみ	拝一頭	拝一頭	拝一頭	5	5	2	2	1	4	3	4
南西砦468(-574,-309)	4	-	ふりむけば百熊。	とーや姫ＦＣ＠17鯖	とーや姫ＦＣ＠17鯖	エンタープライズ号	陽だまりHIPの里	陽だまりHIPの里	ふりむけば百熊。		ジュピター(真)	竜虎	Reスバコ	ぷちゆたか	らんちゅう	らんちゅう	ジュピター(真)		5	2	1	2	2	2	6	8
南西砦469(-575,-353)	2	-	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	トキ	トキ	トキ	トキ	トキ	トキ	黒いネコ	トキ	4	6	2	1	3	3	5	1
南西砦470(-571,-392)	3	-	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	フィリッポ	フィリッポ	フィリッポ	フィリッポ	フィリッポ	フィリッポ	フィリッポ	フィリッポ	5	5	2	3	4	3	3	1
南西砦471(-568,-442)	2	FN			農耕學園スイーツ学科	FN			農耕學園スイーツ学科	FN			GIFT	蜂の武蔵			おやぢ式	女だらけの大和	3	1	5	2	2	6	5	4
南西砦472(-568,-483)	1	-	エンタープライズ号	エンタープライズ号					エンタープライズ号		生肉ぼ~や	カーク					ミケちゃん。		1	1	4	5	4	6	3	5
南西砦473(-572,-528)	2	ふりむけば百熊。			ふりむけば百熊。					ふりむけば百熊。			ゆう					sugi	3	2	2	3	2	1	4	2
南西砦474(-576,-576)	2	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。							シュガー	どくりん							1	0	4	3	3	5	5	1
南西砦475(-575,-612)	2	-			ふりむけば百熊。								ヤッター						6	1	2	2	3	2	2	5
南西砦476(-568,-664)	3	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	NewYork	西毒	ぺすた	ぺすた	ぺすた	zuk	ぺすた	うっしい	1	2	4	3	2	1	3	3
南西砦477(-572,-706)	5	-					ふりむけば百熊。		ふりむけば百熊。						フィリッポ		フィリッポ		1	4	4	1	2	1	3	4
南西砦478(-568,-747)	4	-																	3	2	4	3	2	7	3	2
北西砦504(-590,771)	1	-																	1	2	2	2	3	3	9	1
北西砦503(-592,729)	1	-																	2	3	5	3	2	2	3	3
北西砦502(-591,685)	2	-																	6	8	1	3	1	4	1	3
北西砦501(-597,640)	3	-	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ソラン	ソラン	ソラン	ソラン	ソラン	ソラン	ソラン	ソラン	5	2	1	2	1	6	6	0
北西砦500(-596,597)	1	-					ねこぱんち			ねこぱんち					ZORO			ゑゑゑ	6	3	4	3	3	1	5	4
北西砦499(-594,554)	3	-	DC♪	DC♪		DC♪	DC♪	DC♪		DC♪	ダイリーストン	猪八戒		玲玲	猪八戒	鄭成功31		猪八戒	3	3	7	2	2	1	4	2
北西砦498(-591,507)	2	-																	1	3	3	1	1	3	3	4
北西砦497(-595,458)	3	-																	2	4	4	2	3	9	3	5
北西砦496(-596,417)	1	-	ねこぱんち								竜の子								1	4	4	2	4	8	2	2
北西砦495(-592,373)	4	-	中華飯店	中華飯店	中華飯店	中華飯店	中華飯店	中華飯店	中華飯店	中華飯店	油淋鶏	油淋鶏	油淋鶏	ロビ	油淋鶏	油淋鶏	油淋鶏	油淋鶏	2	1	3	5	1	3	5	2
